"","Velo","SpinRate","HorzBreak","InducedVertBreak","Predicted_Hits"
"7833",94.71,2177,15.34,11.14,0
"7834",95.87,2424,12.59,13.42,1
"7835",96.15,2290,15.22,12.09,1
"7836",93.4,2027,3.17,16.66,0
"7837",97.46,2442,1.97,13.09,0
"7838",94.6,2354,3.22,20.72,0
"7839",92.4,2054,2.19,12.85,0
"7840",95.97,2193,4.1,15.72,0
"7841",95.61,2472,-0.96,7.4,0
"7842",92.03,2526,-2.43,11.6,0
"7843",90.9,2277,9.09,16,0
"7844",94.23,2232,4.18,20.77,0
"7845",96.12,1756,13.18,8.02,0
"7846",94.72,2600,5.51,19.56,0
"7847",95.19,2363,1.49,15.84,0
"7848",97.81,2571,3.3,18.65,0
"7849",95.37,2579,9.76,9.13,0
"7850",98.26,2173,14.15,10.25,1
"7851",94.29,2203,16.94,14.05,0
"7852",94.06,2122,15.62,14.32,1
"7853",89.93,1849,3.35,18.66,0
"7854",94.13,2239,9.72,16.68,0
"7855",94.26,2252,15.87,6.54,1
"7856",91.9,2230,6.86,16.71,1
"7857",88.28,1792,17.24,8.55,0
"7858",95.36,2401,11.16,18.56,0
"7859",91.85,2223,6.87,17.46,0
"7860",92.77,2521,7.4,19.58,0
"7861",88.97,2589,4.87,20.65,0
"7862",92.2,2039,15.42,12.65,0
"7863",89.76,2102,8.77,17.8,0
"7864",92.86,2438,6.65,18.77,0
"7865",91.49,2233,10.69,17.01,0
"7866",95.81,2182,7.85,13.25,0
"7867",91.97,2045,11.93,15.59,0
"7868",91.16,2045,5.51,17.59,0
"7869",95.14,2472,7.03,16.38,0
"7870",99.49,2298,16.12,13.25,0
"7871",96.07,2066,7.83,14.6,1
"7872",95.93,2336,4.29,19.51,0
"7873",96.44,2368,17.92,8.69,1
"7874",97.72,2452,6.44,16.25,0
"7875",92.03,2009,17.1,6.92,0
"7876",89.97,1845,15.9,6.92,1
"7877",94.62,2231,8.57,17.9,1
"7878",97.2,2397,5.7,17.24,0
"7879",93.78,1950,7.96,15.68,0
"7880",98.91,2055,15.9,8.38,0
"7881",94.05,2125,13.78,7.85,1
"7882",95.56,2470,7.98,12.84,0
"7883",91.46,2061,14.22,5.68,1
"7884",93.84,2185,10.85,16.39,0
"7885",94.04,1992,9.77,16.29,0
"7886",93.47,2139,12.67,10.78,0
"7887",97.63,2188,14.12,11.12,1
"7888",84.84,2024,17.45,-0.34,0
"7889",92.34,2171,12.67,12.04,0
"7890",93.09,2022,15.07,6.53,1
"7891",96.44,1954,11.14,12.6,0
"7892",96.85,2493,0.43,20.62,0
"7893",94.61,1844,14.67,16.4,0
"7894",99.06,2457,8.19,20.68,0
"7895",91.16,2102,13.29,6.85,1
"7896",93.91,2258,12.49,18.5,0
"7897",95.9,2298,14.33,8.22,1
"7898",92.78,2369,15.29,8.73,0
"7899",94.91,2567,9,16.33,1
"7900",93.91,1849,12.16,9.31,0
"7901",93.17,2283,5.26,15.51,0
"7902",96.48,2374,3.36,14.23,0
"7903",98.78,2313,7.15,18.79,0
"7904",94.89,2411,12.25,17.01,0
"7905",93.91,2466,9.72,20.13,0
"7906",95.12,2479,11.2,14.65,0
"7907",94.3,2102,9.83,13.37,0
"7908",92.99,2497,9.73,15.48,1
"7909",91.24,2051,17.27,0.64,1
"7910",90.93,2260,13.59,8.65,1
"7911",96.2,2473,13.21,14.37,0
"7912",93.57,2015,9.58,12.05,1
"7913",94.17,2306,5.53,16.07,0
"7914",93.21,2225,3.76,16.22,1
"7915",93.42,2242,15.95,11.24,0
"7916",93.14,2092,15.31,10.03,1
"7917",92.72,2409,7.95,19.87,1
"7918",94.8,2030,2.58,14.04,0
"7919",91.69,2232,9.78,17.95,0
"7920",94.38,1759,11.84,13.02,1
"7921",95.12,2429,18.58,9.49,1
"7922",90.23,2056,7.11,15.16,1
"7923",89.72,2124,18.48,10.21,1
"7924",90.75,1828,2.43,12.39,1
"7925",92.57,2113,16.31,4.71,1
"7926",85.93,1954,0.46,16.64,0
"7927",92.91,2024,13.81,8.42,1
"7928",94.19,2408,2.22,18.96,0
"7929",96.22,2160,8.31,15.41,0
"7930",96.39,2368,9.87,16.99,0
"7931",93.58,2259,7.31,18.92,0
"7932",96.67,2410,4.9,15.13,0
"7933",93.92,2307,11.9,14.59,0
"7934",92.45,2411,9.96,19.12,0
"7935",94.71,2140,5.95,11.62,1
"7936",94.85,2377,2.18,17.76,0
"7937",95.83,2442,14.24,15.02,1
"7938",91.42,2192,14.6,14.33,0
"7939",95.91,2249,11.85,17.88,0
"7940",91.43,1947,14.97,4.73,1
"7941",92.08,2169,15.54,11.25,1
"7942",99.33,2413,5.65,18.91,0
"7943",95.4,2046,16.22,6.83,0
"7944",93.14,2212,10.92,7.58,1
"7945",94.64,2542,11.58,18.72,0
"7946",96.65,2371,6.2,15.81,0
"7947",93.54,1893,13.31,12.5,1
"7948",86.32,1873,10.58,13.81,0
"7949",94.82,2263,5.15,15.46,0
"7950",95.88,2153,6.81,17.45,1
"7951",88.76,1811,11.94,9.86,1
"7952",94.97,2096,7.2,14.68,0
"7953",94.02,2160,10.49,13.07,0
"7954",92.96,2253,9.45,19.8,0
"7955",95.38,2183,13.18,10.65,0
"7956",95.01,2371,0.66,16.51,0
"7957",97.4,2079,17.21,7.66,1
"7958",91.38,2114,13.42,9.93,1
"7959",95.5,2321,-2.07,11.88,1
"7960",96.78,2216,12.52,6.23,1
"7961",97.33,2247,7.72,17.12,0
"7962",93.33,2093,6.69,16.49,0
"7963",94.85,1815,11.5,14.09,1
"7964",96.02,2217,4.68,17.51,0
"7965",99.01,2317,20.75,6.91,0
"7966",98.49,2785,8.69,13.37,0
"7967",91.46,2427,10.79,12.02,0
"7968",94.59,2413,9.57,15.83,0
"7969",94.89,2366,6.06,20.06,0
"7970",94.58,2455,8.2,20.97,1
"7971",94.61,2275,11.13,17.51,0
"7972",92.38,2088,4.79,18.21,0
"7973",96.67,2250,8.6,14.17,0
"7974",93.81,2147,15.54,11.55,1
"7975",93.31,2090,7.35,15.1,0
"7976",94.19,2064,4.39,11.3,0
"7977",94.55,2539,5.33,16.79,1
"7978",92.6,2248,9.93,16.25,1
"7979",91.44,2217,11.88,14.33,1
"7980",98.33,2190,12.09,6.23,1
"7981",94.83,2270,15.2,11.85,1
"7982",92.55,2550,1.73,23.01,0
"7983",90.49,2237,0.94,18.23,0
"7984",94.93,2283,0.86,19.85,0
"7985",97.31,2421,12.42,14.71,0
"7986",93.76,2285,-4.22,11.62,1
"7987",93.99,2430,10.18,18.5,0
"7988",94.41,2000,12.91,4.15,0
"7989",92.25,2185,17.9,5.48,0
"7990",90.81,2216,0.69,17.98,1
"7991",92.47,2161,13.1,15.8,0
"7992",98.03,2439,6.53,17.58,0
"7993",89.01,2034,8.86,19.4,0
"7994",95.29,2439,6.84,20.22,0
"7995",94.25,2248,13.98,16.01,0
"7996",92.79,2222,12.1,14.15,0
"7997",87.9,2208,12.61,13.02,1
"7998",95.46,1989,17.34,10.8,1
"7999",94.4,2309,8.22,19.26,0
"8000",91.34,2207,2.18,19.35,1
"8001",96.03,2294,4.97,15.94,0
"8002",95.79,2404,8.18,20.27,1
"8003",96.84,2252,10.78,11.42,0
"8004",92.79,2020,16.33,11.73,0
"8005",86.03,2162,0.02,12.54,1
"8006",93.21,2008,6.64,15.96,0
"8007",93.6,2749,9.37,23.98,0
"8008",92.45,2278,9.48,16.57,0
"8009",93.45,2308,9.62,16.5,0
"8010",93.87,2099,10.84,17.86,0
"8011",99.9,2545,8.99,17.83,0
"8012",93.73,1981,14.98,11.55,0
"8013",92.34,2177,6.28,14.16,0
"8014",92.71,2181,0.27,15.85,0
"8015",95.13,2153,17.27,4.44,0
"8016",92.35,2223,-0.13,15.75,0
"8017",92.9,2068,7.1,19.27,0
"8018",94.08,2419,13.57,16.9,1
"8019",90.56,2162,9.98,17.25,0
"8020",96.39,1971,17.09,3.44,1
"8021",92.91,2228,6.51,15.14,0
"8022",98.41,2055,7.56,13.28,0
"8023",90.16,1997,15.9,3.4,1
"8024",93,2417,6.31,22.68,0
"8025",91.91,2079,16.85,5.25,1
"8026",94.94,2254,13.36,14.15,0
"8027",95.7,2136,12.56,16.44,0
"8028",92.71,1958,15.94,0.13,0
"8029",96.93,2061,13.44,12.62,0
"8030",94.8,2571,1.53,18.68,0
"8031",90.48,2180,12.81,17.45,0
"8032",93.98,2355,7.06,17.51,0
"8033",98.13,2399,11.28,18.38,0
"8034",93.04,2153,15.14,10.45,1
"8035",94.31,2333,15.52,6.46,0
"8036",98.25,2256,10.21,16.85,0
"8037",93.75,2274,8.15,12.33,1
"8038",94.3,2121,7.51,17.7,0
"8039",92.18,2140,12.36,18.65,0
"8040",93.77,2339,8.28,17.23,0
"8041",94.08,2475,7.48,18.24,0
"8042",89.96,2152,8.09,13.3,0
"8043",93.12,2186,10.31,12.97,0
"8044",94.07,2253,5.75,12.1,1
"8045",93.36,2333,0.24,17.08,0
"8046",93.62,2005,15.79,6.17,1
"8047",92.56,3357,19.5,12.53,1
"8048",86.48,2161,1.37,17.24,1
"8049",90.55,1899,13.11,12.41,1
"8050",98.1,2318,9.27,12.33,0
"8051",93.61,2170,18.24,11.25,0
"8052",90.99,2032,11.47,7.49,0
"8053",90.74,2283,5.63,15.51,1
"8054",96.78,2179,8.01,14.26,0
"8055",94.43,2121,9.07,17.02,0
"8056",92.84,2139,5.69,15.15,0
"8057",93.57,1914,3.16,13.26,1
"8058",93.67,2210,15.32,10.94,0
"8059",92.75,2472,1.03,13.7,0
"8060",96.61,1939,15.06,8.58,1
"8061",94.21,2135,15.09,10,1
"8062",89.22,2089,13.4,7.52,1
"8063",90,2198,10.5,18.22,0
"8064",96.5,2188,6.72,18.76,0
"8065",92.14,2292,6.69,16.07,0
"8066",95.51,2316,16.78,10.52,0
"8067",94.97,2197,8.86,14.62,0
"8068",92.96,1782,7.72,14.41,0
"8069",95.95,2333,16.66,11.33,1
"8070",87.01,1902,12.1,13.02,0
"8071",94.92,2425,6.13,15.94,0
"8072",96.08,2216,4.89,16.92,1
"8073",98.55,2180,5.94,16.54,0
"8074",96,2223,15.45,12.17,1
"8075",93.22,1875,5.72,8.45,1
"8076",91.99,2003,14.4,4.96,1
"8077",98.59,2008,15.22,7.67,1
"8078",100.48,2533,5.09,14.52,0
"8079",97.85,2535,10.38,15.04,0
"8080",93.76,2355,3.19,15.68,0
"8081",91.28,2079,0.39,16.72,1
"8082",94.51,2149,9.91,16.52,1
"8083",95.42,2110,10.26,14.15,0
"8084",97.04,2256,9.84,15.69,0
"8085",92.26,2096,13.8,8.7,1
"8086",91.75,2011,16.27,8.66,1
"8087",94.69,2413,8.9,18.98,1
"8088",90.43,2199,16.74,6.12,1
"8089",94.35,2163,9.66,15.85,0
"8090",90.72,2135,10.05,16.39,0
"8091",92.87,2513,7.78,16.01,0
"8092",97.67,2482,9.29,16.03,0
"8093",94.63,2316,5.24,14.27,0
"8094",94.34,2209,9.56,18.02,1
"8095",95.82,2129,8.55,14.51,0
"8096",95.03,2304,10.01,19.28,0
"8097",94.36,2368,12.36,15,1
"8098",95.26,2059,14.67,10.96,0
"8099",96.58,2498,8.02,16.36,0
"8100",91.24,2422,7.54,13.63,0
"8101",93.24,1966,16.47,6.28,1
"8102",97.47,2338,5.63,18.2,0
"8103",92.74,1973,8.17,13.19,0
"8104",95.01,2510,5.49,19.8,0
"8105",97.13,2390,5,20.49,0
"8106",94.36,2598,8.18,20.29,0
"8107",95.35,2557,4.82,15.89,1
"8108",92.16,2078,19.17,8.53,1
"8109",94.55,2424,11.52,18.07,0
"8110",96.43,2454,2.16,16.86,0
"8111",91.42,2342,7.66,15.41,0
"8112",91.58,2151,6.23,18.79,1
"8113",95.94,2442,6.15,20.65,0
"8114",97.41,2469,3.7,20.04,0
"8115",96.9,2669,6.31,18.44,0
"8116",92.42,2163,-2.18,15.5,0
"8117",92.27,1952,8.5,19.14,0
"8118",96.19,2260,17.7,2.69,0
"8119",92.8,2423,4.62,6.88,1
"8120",95.14,2476,6.35,17.77,0
"8121",89.67,1907,5.04,14.91,1
"8122",91.18,2506,0.06,12.77,0
"8123",93.22,2116,0.35,15.08,1
"8124",95.72,2326,8.21,14.98,0
"8125",92.09,1973,18.69,2.16,0
"8126",95.6,2505,7.37,15.27,0
"8127",94.92,2280,9.46,17.61,0
"8128",97.95,2357,5,16.48,0
"8129",94.53,2206,9.87,15.36,0
"8130",92.1,2201,8.78,17.66,0
"8131",93.37,2319,11.63,13.97,0
"8132",93.74,2291,13.81,14.2,1
"8133",95.81,2246,16.66,8.33,0
"8134",95.03,2489,7.71,16.96,0
"8135",93.76,2110,17.47,1.64,0
"8136",92.55,2267,5.08,16.24,0
"8137",92.86,2232,10.96,15.51,0
"8138",96.37,2325,13.34,11.76,1
"8139",90.41,2388,1.38,16.93,0
"8140",93.67,2162,10.39,14.97,0
"8141",96.51,2349,17.82,7.77,0
"8142",93.51,2398,3.69,18.61,0
"8143",95.57,2473,1.86,20.46,0
"8144",96.09,2460,11.37,19.07,0
"8145",98.52,2275,14.64,12.54,0
"8146",96.56,2148,5.92,16.09,1
"8147",92.52,2219,0.54,10.46,0
"8148",93.87,2313,7.44,17.29,0
"8149",90.57,2239,1.97,11.13,0
"8150",89.79,2133,14.05,13.66,1
"8151",92.25,1722,14.61,-2.58,0
"8152",94.65,2065,9.44,14.88,1
"8153",94.93,1966,14.37,4.64,0
"8154",93.19,2176,16.47,9.83,0
"8155",91.1,2015,6.89,18.01,0
"8156",86.88,1998,1.21,12.15,1
"8157",90.2,2284,13.82,17.45,0
"8158",92.51,1901,8.95,16.34,0
"8159",94.38,2354,7.1,19.63,0
"8160",91.32,2219,7.55,12.82,0
"8161",91.94,2080,18,12.24,0
"8162",92.48,2455,5.49,17.02,0
"8163",90.68,2213,10.22,18.1,0
"8164",97.35,2438,12.59,14.13,0
"8165",95.57,1936,18.14,4.31,0
"8166",92.47,1987,5.21,18.3,0
"8167",91.98,2407,10.19,4.82,1
"8168",92.57,2184,7.46,16.36,0
"8169",93.6,2480,3.64,19.17,0
"8170",97.37,2339,3.29,19.39,0
"8171",90.27,2019,14.25,5.97,1
"8172",92.72,2194,13.24,6.22,1
"8173",96.8,2375,-4.24,15.35,1
"8174",93.36,2130,15.47,6.38,1
"8175",94.47,2361,11.52,16.48,1
"8176",96.88,1917,16.28,5.49,1
"8177",92.98,1977,14.25,11.19,1
"8178",95.56,2190,4.29,13.05,0
"8179",94.63,2127,8.29,16.12,0
"8180",95.52,2168,15.58,7.91,1
"8181",97.46,2332,18.27,5.98,0
"8182",92.31,2251,2,15.91,0
"8183",95.34,2234,13.91,12.52,0
"8184",94.87,2260,13.01,7.36,0
"8186",97.51,2324,12.88,17.55,0
"8187",91.5,2229,5.28,22.6,0
"8188",90.86,2152,11.27,18.17,0
"8189",94.38,2192,14.45,13.25,1
"8190",91.59,2375,12.25,17.5,0
"8191",92.33,2313,10.52,17.36,0
"8192",91.67,2481,7.86,18.02,0
"8193",91.44,2098,2.13,19.81,0
"8194",93.05,2166,5.51,22.55,0
"8195",95.08,2101,15.52,-0.8,0
"8196",94.61,1947,8.43,17.32,0
"8197",96.23,2496,9.33,16.22,0
"8198",94.04,2468,0.74,19.56,0
"8199",93.45,2150,17.18,10.65,0
"8200",95.98,2140,17.67,10.24,0
"8201",98.32,2145,13.06,13.49,0
"8202",92.75,2420,4.8,18.02,0
"8203",92.88,2230,5.47,15.77,0
"8204",92.97,2235,4.5,19.54,0
"8205",94.95,2018,6.67,11.81,0
"8206",95.81,2445,6.76,16.43,0
"8207",95.7,2084,16.31,14.72,1
"8208",96.2,2192,6.08,17.6,0
"8209",96.63,2540,3.99,17.13,0
"8210",93.3,2467,11.64,16.81,0
"8211",94.47,2490,14.42,16,1
"8212",91.09,2233,7.27,16.9,0
"8213",94.37,2312,6.75,19.46,0
"8214",93.88,1895,11.15,10.29,0
"8215",93.03,2253,8.74,18.3,1
"8216",91.83,2112,8.92,14.07,0
"8217",93.5,2329,11.13,18.23,0
"8218",89.63,1762,15.21,4.96,0
"8219",96.31,2255,8.59,17.56,0
"8220",92.52,2214,17.35,13.22,0
"8221",95.07,2501,0.45,14,0
"8222",91.17,2205,12.24,17.76,1
"8223",95.06,2226,6.13,17.66,0
"8224",95.67,2580,9.09,17.78,0
"8225",95.07,2010,13.4,11.53,0
"8226",92.78,1846,9.16,9.58,0
"8227",94.98,2232,14.35,17.81,0
"8228",90.76,2027,5.16,15.17,0
"8229",88.19,2252,-1.4,15.24,0
"8230",94.76,2733,0.27,10.11,0
"8231",92.32,2196,13.14,6.08,1
"8232",95.45,2128,17.5,5.18,0
"8233",95.29,2285,2.36,12.42,0
"8234",94.41,2138,5.52,18.25,0
"8235",93.36,2172,0.73,18.23,0
"8236",91.24,1988,13.61,10.35,1
"8237",91.32,1909,5.84,13.43,0
"8238",94.69,2164,4.17,13.01,0
"8239",93.96,2485,3.3,14.03,0
"8240",94.21,2237,15.42,8.89,0
"8241",88.05,1985,16.75,9.75,1
"8242",96.11,2468,6.66,17.69,0
"8243",91.72,2188,4.1,20.81,0
"8244",94.55,2499,12.87,16.48,0
"8245",95.45,2063,11.31,11.73,0
"8246",96.21,2386,2.52,14.94,0
"8247",92.96,2140,9.57,17.06,0
"8248",98.24,2484,9.53,15.4,0
"8249",90.65,1914,9.89,17.86,1
"8250",96.96,2303,11.43,13.52,1
"8251",93.23,2592,15.92,15.11,0
"8252",98.28,2394,9.1,14.41,0
"8253",95.29,2260,13.34,17.46,0
"8254",96.27,2470,17.04,1.95,0
"8255",95.81,2335,5.75,18.18,0
"8256",92.55,2084,17.73,8.73,1
"8257",94.61,2394,1.12,17.37,0
"8258",95.05,2292,9.48,14.42,1
"8259",92.93,2312,11.44,19.6,1
"8260",96.19,2300,17.93,10.1,0
"8261",97.33,2331,7.41,16.58,1
"8262",94.72,2123,16.28,10.14,1
"8263",94.79,1928,18.37,4.37,0
"8264",93.97,2151,7.81,18.79,0
"8265",97.49,2056,15.54,10.58,0
"8266",93.13,2100,3.07,17.96,1
"8267",97.19,2341,11.72,18.18,0
"8268",95.76,2103,15.9,5.06,0
"8269",96.64,2560,17.26,10.35,0
"8270",96.44,2182,9.81,15.94,0
"8271",94.57,2101,10.38,15.82,0
"8272",93.07,2232,8.88,14.39,0
"8273",85.89,1737,14.15,7.04,0
"8274",90.89,2279,9.57,18.17,0
"8275",96.44,2461,16.28,7.07,0
"8276",93.46,2179,13.31,9.21,1
"8277",93.61,2343,4.17,19.14,0
"8278",91.99,1957,18.34,0.61,0
"8279",91.82,2021,15.82,7.47,0
"8280",94.97,2536,4.93,18.26,1
"8281",97.64,2426,9.7,17.54,0
"8282",98.84,2167,13.61,6.29,1
"8283",93.04,2079,11.56,10.35,1
"8284",93.05,2145,4.91,16.3,0
"8285",56.74,1351,-0.76,13.16,0
"8286",95.61,2438,16.67,9.21,1
"8287",93.91,2701,10.51,14.37,0
"8288",92.29,2201,5.9,17.17,0
"8289",94.83,2195,3.27,11.74,0
"8290",88.72,2327,8.91,11.68,0
"8291",95.03,1962,0.41,17.16,0
"8292",91.28,2547,5.9,18.6,0
"8293",95.23,2357,1.27,15.46,0
"8294",94.25,2132,8.56,14.83,0
"8295",96.19,2160,17.43,9.95,0
"8296",94.45,2263,1.37,17.15,0
"8297",91.49,2275,0.84,11.52,0
"8298",92.02,2540,2.9,13.49,0
"8299",97.2,2474,6.36,18.15,0
"8300",93.13,2284,15.6,12.94,0
"8301",92.63,2294,8.04,14.28,0
"8302",88.59,2008,18.37,10.12,0
"8303",94.8,2122,5.38,16.9,0
"8304",94.4,2337,8,21.2,0
"8305",92.85,2274,7.28,16.78,0
"8306",94.11,2474,11.97,18.21,0
"8307",93.58,2090,13.58,1,0
"8308",93.69,2233,12.47,6.45,0
"8309",94.91,2519,4.04,18.23,0
"8310",90.9,2141,1.55,20.73,0
"8311",93.52,2138,8.87,16.88,0
"8312",92.94,2255,14.44,16.48,0
"8313",98.26,2250,13.4,14.78,1
"8314",90.36,2174,13.86,18.59,0
"8315",96.78,2138,17.69,9.91,1
"8316",89.55,1877,12.68,11.53,1
"8317",92.95,2421,16.12,13.67,0
"8318",93.09,2171,14.24,5.07,1
"8319",95.33,2204,5.49,14.09,0
"8320",94.73,2188,5.58,18.93,0
"8321",98.26,2304,12.15,17.72,1
"8322",95.05,2187,16.26,10.47,1
"8323",94.57,2620,9.85,16.48,0
"8324",94.28,2287,2.43,14.53,0
"8325",98.43,2365,18.34,13.25,0
"8326",91.34,2105,11.26,13.42,0
"8327",96.63,2428,5.38,17.48,0
"8328",92.69,2088,15.51,11.05,1
"8329",92.72,2201,17.13,7.14,1
"8330",92.48,2515,9.38,17.74,0
"8331",92.47,2138,8.47,18.69,0
"8332",92.1,2538,10.12,14.38,0
"8333",86.88,2039,14.53,12.67,1
"8334",91.45,2091,3.28,13.53,0
"8335",93.28,2560,7.36,12.04,1
"8336",90.31,2168,0.83,10.4,0
"8337",94.62,2058,10.13,16.35,1
"8338",97.1,2041,8.75,14.07,0
"8339",97.06,2337,16.97,6.1,0
"8340",93.39,1784,8.59,9.8,0
"8341",92.98,2114,10.45,11.79,1
"8342",92.9,2217,11.26,16.64,0
"8343",95.7,2600,7.68,17.03,0
"8344",91.15,2028,11.87,7.89,1
"8345",91.75,2435,5.52,17.78,0
"8346",94.72,2455,3.55,19.29,0
"8347",95.93,2305,6.36,22.13,0
"8348",96.3,2221,13.51,3.52,0
"8349",94.08,1976,6.13,15.58,0
"8350",93.05,2295,7.53,16.94,0
"8351",85.98,2085,1.44,17.1,1
"8352",97.07,2301,15.9,10.58,1
"8353",90.78,2448,-2.94,11.79,0
"8354",92.33,2340,11.6,16.96,1
"8355",96.5,2396,7.48,15.48,0
"8356",94.11,2252,5.19,13.96,1
"8357",92.95,1983,14.52,8.51,1
"8358",90.46,2093,15.22,7.56,1
"8359",93.91,2367,16.78,17.1,1
"8360",88.76,2237,6.03,20.84,0
"8361",93.96,2749,2.44,18.67,1
"8362",93.57,2129,4.2,20.6,0
"8363",94.37,2258,8.44,14.95,0
"8364",92.19,2019,3.66,15.28,0
"8365",94.48,2382,9.75,19.12,0
"8366",93.45,2332,4.7,15.95,0
"8367",95.55,2468,10.07,11.57,0
"8368",93.89,2052,16.37,10.48,1
"8369",93.81,2141,9.97,4.57,1
"8370",92.86,2725,7.73,14.22,0
"8371",95.63,2534,10.2,18.74,0
"8372",92.51,2337,3.89,11.71,1
"8373",95.47,2486,8.83,18.57,0
"8374",91.48,2138,6.33,12.57,0
"8375",96.06,2551,-0.1,18.89,0
"8376",91.81,1849,13.47,6.62,1
"8377",95.07,2276,3.93,20.38,0
"8378",97.21,2567,12.59,18.85,0
"8379",93.69,2253,19.94,9.95,0
"8380",93.2,2120,13.16,10.02,1
"8381",94.94,2001,5.89,9.27,1
"8382",95.53,2310,14.67,4.59,1
"8383",97.12,2283,11.27,15.63,1
"8384",92.11,2192,6.6,17.07,0
"8385",90.67,2064,5.53,16.27,0
"8386",95.31,1926,17.97,9.45,0
"8387",89.15,2200,16.09,7.59,0
"8388",97.16,2302,8.98,11.59,0
"8389",94.83,2372,7.29,18.27,1
"8390",94.66,2135,17.26,9.16,0
"8391",93.19,2243,5.63,18.62,1
"8392",90.71,1994,12.56,3.69,1
"8393",96.72,2390,12.16,9.08,0
"8394",95.01,2739,9.39,17.37,0
"8395",92.63,2030,16.35,5.62,0
"8396",92.99,1849,5.25,9.2,1
"8397",93.14,2023,1.7,17.78,0
"8398",95.19,2151,12.39,13.41,0
"8399",94.14,2631,7.81,20.15,0
"8400",89.66,2175,17.22,6.93,0
"8401",91.85,2443,8.98,21.07,0
"8402",94.54,2502,10.23,15.77,0
"8403",93.6,2527,10.78,11.89,0
"8404",94.99,2832,11.7,19.08,0
"8405",94.87,2186,3.3,17.03,0
"8406",92.92,2097,11.05,15.79,0
"8407",92.55,2141,14.97,11.07,0
"8408",97.64,2326,9.69,14.92,0
"8409",91.22,2258,2.63,8.82,0
"8410",93.1,2290,11.46,16.87,0
"8411",87.23,2173,4.99,18.72,0
"8412",95.49,2075,10.4,8.21,0
"8413",97.42,2285,15,12.25,0
"8414",93.75,2350,13.24,14.76,1
"8415",90.94,2326,21.25,5.8,0
"8416",93.34,2223,4.37,16.49,1
"8417",97.34,2184,14.38,10.69,1
"8418",92.38,2109,5.71,17.68,0
"8419",89.28,2199,17.63,8.17,1
"8420",98.24,2223,10.04,16.77,0
"8421",92.48,2256,15.04,13.36,0
"8422",95.3,2059,18.07,3.6,0
"8423",93.01,2302,10.53,15.53,0
"8424",93.92,2263,2.64,17.96,1
"8425",96.4,2281,12.88,17.56,0
"8426",90.28,2000,3.33,17.12,0
"8427",94.57,2391,2.53,17.8,0
"8428",96.63,2323,13.65,12.34,0
"8429",94.67,2246,0.71,14.9,0
"8430",97.99,2231,16.64,10.11,1
"8431",92.86,2403,6.48,17.89,0
"8432",95.29,2212,13.42,11.95,1
"8433",93.95,2540,6.69,18.86,0
"8434",92.01,2295,4.71,18.01,0
"8435",87.54,2251,16.44,11.91,0
"8436",87.3,2169,0.12,16.61,1
"8437",94.82,2400,8.99,17.77,1
"8438",98.55,2270,15.63,11.79,0
"8439",92.56,2072,14.45,12.18,0
"8440",96.48,2507,3.4,20.2,0
"8441",96.91,2248,15.53,15.15,0
"8442",93.37,2097,13.9,14.32,1
"8443",95.8,2402,6.9,18.4,0
"8444",92.03,2130,13.02,7.49,0
"8445",92.95,2049,8.37,12.44,1
"8446",94.09,2091,12.84,4.55,1
"8447",92,2772,1.16,17.78,0
"8448",94.34,2316,9.34,15.23,0
"8449",94.27,1964,13.83,12.79,0
"8450",95,2299,-1.82,10.48,0
"8451",95.11,2263,11.59,15.73,0
"8452",95.26,2538,17.18,10.85,1
"8453",95.62,2389,7.13,19.48,0
"8454",93.11,2343,9.64,18.38,1
"8455",95.33,2324,6.73,17.63,0
"8456",95.49,2284,14.17,15.57,0
"8457",93.36,2243,8.86,16.24,1
"8458",96.49,2182,13.83,13.96,0
"8459",94.72,2257,3.05,19.89,0
"8460",97.02,2385,6.44,18.43,0
"8461",93.75,2392,2.78,22.79,0
"8462",89.35,2262,14.3,16.91,0
"8463",94.66,2115,15.88,8.47,1
"8464",100.08,2394,5.93,15.76,0
"8465",92.14,2075,9.6,17.65,0
"8466",96.39,2368,6.59,18.25,0
"8467",95.33,2529,8.05,16.47,1
"8468",92.02,2241,10.5,16.61,1
"8469",94.99,2318,14.57,12.06,0
"8470",93.57,1905,9.25,13.59,0
"8471",97.1,2319,15.87,10.11,1
"8472",98.17,2449,7.6,15.05,0
"8473",94.94,2164,14.24,10.93,1
"8474",96,2128,14.68,15.72,0
"8475",94.77,2084,15.04,4.86,1
"8476",96.47,2270,9.77,15.56,0
"8477",92.86,2176,17.97,12.56,0
"8478",92.82,2271,8.08,18.68,1
"8479",95.3,2524,10.25,19.51,0
"8480",92.69,2053,16.36,1.91,1
"8481",96.71,2410,14.06,10.17,1
"8482",95.43,2386,6.36,17.9,0
"8483",92.06,1961,3.17,17.62,0
"8484",94.24,2232,7.21,14.94,0
"8485",97.69,2368,18.34,1.26,0
"8486",89.61,2254,0.96,19.37,0
"8487",96.06,2320,3.6,17.65,0
"8488",93.52,1905,5.02,17.74,0
"8489",95.03,2449,8.34,18.89,1
"8490",92.6,2161,13.43,8.56,1
"8491",95.54,2380,1.61,10.82,0
"8492",93.2,2187,16.94,11.69,0
"8493",88.76,2090,18.18,6.76,0
"8494",92.07,2171,17.36,11.89,0
"8495",93.81,1980,11.1,10.06,0
"8496",90.76,2190,4.89,18.24,0
"8497",94.17,2163,11.65,14.81,0
"8498",90.88,2086,12.11,8.79,1
